publisher,count
Die Gute Fabrik,2
King Crow Studios,2
Flat Earth Games,2
DolphinBarn,2
Jollyfish Games,2
"KISS ltd, Maximum Games",2
SmashGames,2
Sunken Places,2
"BadFly Interactive, a.s.",2
Basecamp Games,2
Michael Zahniser,2
WZOGI,2
Noumenon Games,2
Lantana Games,2
Blob Games Studio,2
Nowhere Studios,2
iFun4all S.A.,2
Shumkov Dmitriy,2
nornware AB,2
Sylvain Harlaut,2
DMD 'Ware,2
Cosmic Logic,2
Kunos Simulazioni,2
Impartial Studios,2
Inmatrix LTD,2
Deco Digital,2
On The Level Game Studios,2
Pepi Games,2
Ars Creativa,2
CDP,2
Brainwashing Games,2
Aeonic Entertainment,2
Wild Games Studio,2
ND Games,2
Wetgenes,2
Seraphim Creations,2
"Artizens, Inc.",2
Windforce,2
Hexage,2
Channel 4,2
Viva Media Inc,2
SGS Team,2
"Escape Hatch Entertainment, LLC",2
Hempuli Oy,2
Top Meadow,2
Michael Brough,2
3f Interactive,2
Autarca,2
none,2
"New Life Interactive, LLC",2
Imperia Online LTD,2
Cartoon Network Games,2
"Chris Johnson, Chris Larkin",2
FobTi interactive,2
"Konami Digital Entertainment, Inc., Konami Digital Entertainment GmbH",2
Red Chain Games Ltd.,2
Secret Exit Ltd.,2
Ginormocorp Holdings Ltd,2
2K Play,2
Doctor Entertainment AB,2
Cherry Co. Studios,2
Jan Zizka,2
Kronosaur Productions,2
Beatnik Games,2
Agent Mega,2
Entheogen Studios LLC,2
ElagoTech,2
WaveDNA,2
"Downward Viral, RNG Studios",1
Boxelware,1
Downpour Studios,1
Glossware Games,1
R2Games,1
StarBlade,1
OverjoyedGameDevs,1
Wispfire,1
Cyanide Studio,1
Slashware Interactive,1
The Dragonloft,1
Blazing Planet Studio,1
Svantech Studios,1
Something Classic Games LLC,1
Mixamo,1
Parta Games Oy,1
"Sector3 Studios, RaceRoom Entertainment AG",1
Aartform,1
Studio48,1
"Motus, EHTechnology",1
MixedBag Srl,1
SimpleGhost,1
Top Hat Studios Inc,1
Slash Star Studios,1
StormBrewers,1
TinyMob Games,1
Mark Sowders,1
Fabricated Reality Software,1
Retora Game Studios LLC,1
Conatus Creative Inc.,1
Element Studios LLC,1
10x10 Room,1
Cardboard Computer,1
CREATIV GAME DEVELOPER LLC.,1
"KING Art, THQ Nordic",1
Fire hose Games,1
VI GAMES LLC,1
Fire Hose Games,1
Lever Games,1
Studio Canvas,1
GameWriterStudio,1
Pandorica,1
Pixeltales.ru,1
HCP Entertainment,1
Recoil Games,1
Paperdog Games,1
Dmitry Medvedev,1
KINGS GUARD GAMES,1
"Plug In Digital, Fun4Family",1
SharF Co.,1
On the Level Game Studios,1
Throwback Entertainment,1
"Quicksilver Software, Inc.",1
Tri-Coastal Games,1
Rovio Entertainment Ltd,1
GAME FREAK inc.,1
Topware Interactive ACE,1
Cellar Door Games,1
GFI,1
bocoboc,1
Chris_Antoni,1
oddByte,1
Zealwind,1
Zero Point Software,1
Ludochip,1
Foremost Games,1
Borderline Inappropriate Game Studios Ltd,1
Facepalm Games,1
U-Play Online,1
Aspyr (Mac and Linux),1
Stompy Bot Productions,1
800 North,1
Elden Pixels,1
I-Illusions,1
Trapdoor,1
KITATUS,1
Swing Swing Submarine,1
Gear Worx Productions,1
"Polymorphic Games, University of Idaho",1
Evgiz,1
Three Gates,1
HyperReuts,1
Ice-Pick Lodge,1
Sköll Studio,1
ColtGames,1
The Bitmap Brothers,1
Mossmouth,1
3909,1
Grand Cauldron,1
DarkTigerDevelop,1
Replay Games,1
Matthew C Cohen,1
Culture Shock Games LLC,1
ShadowShifters,1
Sombr Studio,1
Scary Wizard Games,1
Bryan Gale,1
"Disney Interactive, LucasArts",1
New Worlds Games,1
Deli Interactive LLC,1
Aéronie,1
Time Gap,1
Bleank,1
"FIX Games, Co. LTD",1
Lached Up Games,1
BadgerHammer,1
B-Cubed Labs,1
Nawia Games,1
Ilya Gubin,1
RagTagRadical LLC,1
Mirador Studio,1
Felix Nickles,1
Carnivore Games,1
RepkaTechStudio,1
"Wormhole Entertainment, Peripheral Labs",1
Nighthood Games,1
RodeoNET,1
Team Psykskallar,1
"Brilliant Blue-G, LLC",1
Solid Eight Studios,1
MindWalker Games,1
My Dog Zorro,1
BetaShark LLC,1
"Encore, Viva Media",1
One Bit Studio,1
STICLI Games,1
Royal Tea Time Studio,1
Salmi Games,1
Reb_Orn,1
Droqen's Games,1
Jeroen Wimmers,1
Jake Tucker,1
Led,1
Digital Extremes,1
Druid Gameworks Studio LLC,1
Array,1
SUMCOM,1
@YearOfTheBob,1
PolyKid,1
Slight Super Powers,1
Firebrand Games,1
Miniclip SA,1
Karabas_Studio,1
Polytron,1
Terapoly,1
SamStar Enterprises Inc.,1
The Binary Mill,1
Ruction Games,1
CyberLight,1
PixelTrip Studios,1
Shawn McGrath,1
The Chinese Room,1
Heatbox Games,1
Nafanya interactive,1
Aventurine,1
Vindit,1
Full Metal Jacket Games,1
"Lock 'n Load Publishing, LLC.",1
Kuno Interactive,1
Load 'n Load Publishing,1
Arctic Bird Studio,1
Interactive Moolt,1
Motoda Media,1
Harmonious Games,1
"Buff Studio Co.,Ltd.",1
Serzhantov Aleksandr,1
Songquito UG,1
"Glitchless, LLC",1
HelixFox Games,1
Kabam,1
Silk Games,1
Impulse Games,1
Abdulla Hassan Al-Farsi,1
FLEB,1
David Pierucci,1
Sageose,1
Rogue Earth LLC,1
Yuisy,1
Team Jape,1
bycomb,1
Camel 101,1
"1C Company, Playrix",1
BANDAI NAMCO Games Europe,1
Onyx Lute,1
Rixment,1
Infinite Monkeys Entertainment Ltd.,1
BiscuitPlay,1
Electric Eggplant,1
"Degica, MASAYA GAMES",1
Image&amp;Form,1
Handsome Games,1
KorteGames,1
Zombie Studios,1
Viva  Media Inc,1
DiP Online,1
"Atari, RCTO Productions",1
Venugopalan Sreedharan,1
"Another Indie, Mayflower Entertainment [KR]",1
Screeps,1
Big Loop Studios,1
Merixgames,1
SignHead Studio,1
Phosfiend Systems,1
LOVIGAME,1
Rimebelle Express,1
Zooloretto,1
DragonJam Studios,1
Ayyo Games,1
Primate Labs Inc.,1
Slavitica,1
Q-Cumber Factory,1
Mechanist Games,1
Simogo,1
Red Wasp Design Ltd,1
Rocket Bear Games,1
www.fishermangamedev.com,1
Checkmark Games,1
Plexagon Studios,1
Duplicator Studio,1
MindArk PE AB,1
Coffee Addict Studio,1
"Stone Pixel Games, LLC.",1
Varitech,1
R-Age,1
Machine1357,1
Suminell Studios,1
The Dept of Silly Stuff,1
Nerd Kingdom Inc.,1
Forgotten Games,1
Xemory LLC,1
Epixx.org,1
BrickCream,1
Dog Theory,1
nDreams,1
Bitbox S.L.,1
AlonZubina,1
Destiny.Games,1
Tricktale,1
Savin Sergey,1
Game Mechanics LLC,1
The Hideout,1
Organic Humans,1
Mystified Games,1
LeGrudge &amp; Rugged,1
Bilal Itani,1
Codebrush Games,1
"Gun., Good Shepherd Entertainment",1
Green Dinosaur Games,1
Royal Deal Games,1
candyrocketstudio,1
"iWin, Inc.",1
Punkster Inc.,1
Forrest Keel,1
Smolders,1
Jonathan Wood,1
"Holy Warp, KISS ltd",1
Bolvërk Games,1
Meteoric Games,1
Aivaras Ivoškus,1
FlipSwitch Games,1
Hapa Games,1
Drahcir,1
Delirious &amp; Co.,1
"13AM Shipping Solutions, 13AM Games",1
"Girls Make Games, LearnDistrict, Inc.",1
Quantum Entanglement Games,1
Yumoon,1
Forceight,1
Useless Machines,1
Ideonic,1
Sophie Houlden,1
N.R. Burnette,1
Mind's Eye Games,1
kunst-stoff GmbH,1
Capturing Reality,1
"Cygames, Inc., Cygames Korea Inc.",1
Echohead Games,1
SGTTB_Studios,1
FastRam Design,1
Defrost Games,1
D-Pad Studio,1
gamigo AG,1
Drop Dead Interactive,1
Blazing Griffin,1
Nevercenter,1
Black Sheep studio,1
DemonStudios,1
Pixelmage Games LLC,1
Osumia Games,1
Eren Aydın,1
Visual Outbreak,1
rinberd,1
7K Games,1
Oryx Design Lab,1
AwesomeBlade,1
"Masangsoft, Inc.",1
Acid Cat,1
Ludax174,1
FlukeDude,1
tinybuild,1
TawStudio Entertainment,1
Iron Bit,1
Nick Donnelly,1
Alexander Kov,1
.M.Y.W.,1
Owl Green Sea,1
PSY-LABS,1
Semaphore,1
UUUU Interactive,1
Morepork Games,1
Gamepadable,1
Kinmoku,1
Over The Top Games,1
SomaSim,1
Lukas Rustemeyer,1
DIAMOND FOX,1
SmiteWorks USA LLC,1
HIGHKEY Games,1
SkyReacher Entertainment,1
Mana Potion Studios,1
FYRE Games,1
Drunk Animations,1
Mirillis,1
Fat Walrus Games,1
Homiebear Studio,1
Booblyc OU,1
Eric Billingsley,1
TestTubeGames,1
Interactive Productline IP AB,1
"Cypress Inheritance, LLC",1
AGP::Studios,1
WinterCell Studios,1
Spicyhorse Games,1
rakusomoku,1
"Media Impact Co.,Ltd",1
FLYNET STUDIOS,1
Quantum Sheep,1
HoCWar,1
David Cross,1
BulatHard,1
Lasmelan,1
Crytivo,1
Eierkop-Games,1
Zenrok Studios,1
natahem,1
White Sparkle Games,1
Rza Ibrahimov,1
Semanoor,1
Play Native Entertainment,1
Spiral Game Studios,1
Iocaine Studios,1
Black Box,1
Bruno Freitas,1
Project Whitecard Studios Inc.,1
Blue Comet Games,1
Stepanov Dmitriy,1
"LabOne48, LAB132",1
Bill and Eli Productions,1
Apology Games,1
Jason Oda,1
Turbulon Interactive,1
Stirfire Studios,1
"Plug In Digital, Cyanide",1
Skot Leach,1
Fresh Wind Software,1
"Rockin' Android, Inc.",1
chrisizeful,1
Man Hockey,1
RandomSpin,1
Nylund Games,1
Trautner Games,1
Upineleed,1
Cascade Game Foundry SPC,1
"Nicalis, Inc",1
Gradual Games,1
Get Color Games,1
dlan,1
Ackk Studios,1
The Writer Zone,1
Blue Bottle Games,1
bool games;,1
"Atelier Melon-Kissa, Otakumaker.com",1
Ｌｅｍｏｎ　Ｂａｌｍ,1
Soulid Studio,1
Digitized Organism,1
Super Squared,1
Owlbear,1
D3 Go!,1
Brogames,1
Bravely,1
Snowdon Games,1
PETA,1
Tomlab Games,1
Solomakha Taras,1
Arachnid Games,1
Blockland LLC,1
Blind Recluse,1
Xoron GmbH,1
Solid Core,1
Low Magic Studios,1
Crynosaurs,1
Cleiton Oliveira,1
Deadspot Games,1
Maxistentialism,1
Adam Hebert,1
Facepunch Studios,1
Tabc3dd,1
Dinan Studios,1
Sweet Dog Studios,1
Teawork Dev,1
Diagrammet AB,1
Zaxis Games,1
Storm Isle Productions,1
"Longsword Studios, Inc.",1
Chaosoft Games,1
Daniel McFarline,1
"Plug In Digital, WhisperGames",1
Eutechnyx,1
Alastair John Jack,1
Joint Custody,1
Abstractive Works,1
"Santa Ragione, La Triennale di Milano",1
Climax Group,1
Rocket Jump,1
Seragam,1
Incandescent Games,1
Viking Tao,1
Celsius Game Studios,1
Riff Studios,1
Artnumeris,1
XeniosVision,1
DevilishGames,1
"Mad Capacity, LREVG",1
Original Games,1
Deadly Red Cube,1
DyingCat,1
argagonky,1
Neonable,1
ALLPlayer Group Ltd.,1
A. Hagen,1
Treehouse Ltd,1
Ibrahim Indra Baskara,1
Effat Effati,1
Clone Corps,1
Silver Dollar Games,1
Ninja in A Tux,1
Terrible Posture Games LLC,1
Play Ruff,1
Fabrik Games Ltd,1
Nova D,1
Stormtide,1
SharkByte Studio,1
Gammosaur,1
Mich Nannings,1
Seaven Studio,1
WeersProductions,1
Andreil Game,1
Lunatic Pixels,1
Light Arc Studio Ltd,1
Cyan,1
10101 Software,1
Great Boolean,1
FUN Creators,1
Project Moon,1
Fox Dawn,1
7 Generation Games,1
DNVA,1
Sokpop Collective,1
JB Gaming Inc.,1
PD Design Studio,1
"OrangeGames, YoudaGames",1
A.Y.std,1
Aardman Animations,1
Waz Games,1
Play One Game Studio,1
Quantum Realm Games,1
ManaVoid Entertainment Inc.,1
Functional Unicorn,1
Watercress Studios,1
Ryzal Games,1
SQUARE ENIX,1
Biodrone Studios,1
Arconyx,1
JoyMasher,1
Underbite Games,1
Olly Whillans,1
"STUDIOARTDINK, Degica",1
Brandon Serowski,1
Vlad Cristian,1
Scirra,1
Andrew Higgins,1
Event Horizon,1
4SKY Game Studio,1
Dawei Liu,1
Artbox Games,1
Matthew Giordano,1
Bogdanehi,1
Corroding Games,1
interplay,1
Esperware Interactive,1
Naev Team,1
Oneironaut Academy LLC,1
Playniac,1
Polovey Alexander,1
Vox Mare,1
B.Bit,1
MAJ Studio,1
Hell Tap Entertainment LTD,1
LuteGames,1
Caffeine Overdose,1
NoTime Studios,1
CakeEaterGames,1
Fun Bits,1
LIN KE HSI,1
Warhead Entertainment,1
PopNine Studio,1
HongbinGame,1
JOL Studios,1
Matthew Willis,1
Eugeny Butakov,1
Brian Lancaster,1
Nuclear Fiction,1
Vague Pixels,1
Reeline Studios,1
Sokolov Yaroslav Vladimirovich,1
Axiomatic Games,1
"Virtually Competent, LLC",1
Drakeling Labs,1
ArsLogica LP,1
Black Side,1
Firedog Creative Company Limited,1
Simen Skogly Russnes,1
Indie1Up,1
Angel T,1
ShmannGames,1
EVXIO,1
Weltrom Studios,1
Pillet Michael,1
Killer Bees Games,1
Spoony Bard Productions,1
Kuchnier Games,1
s_unk,1
Hubert Moszka,1
Kyon Games,1
TheDreik,1
Frederik Holst,1
CATOM GAMES,1
Immersion,1
Red Thread Games,1
Achisoft,1
PiFTy,1
Sergey Kalmanovich (aka Red Spot Sylphina),1
"Pixel Prototype, LLC",1
Crash Wave Games Inc.,1
Fueled By Rockets,1
Rimware,1
Valera Entertainment,1
hallunazigames,1
"Jackson Clarke, Jordan Taylor",1
Vadim Alekseevich,1
MFAFB Games LLC,1
Vamped Games,1
Martin Knopf,1
Fixer Games,1
Roley Games,1
Behaviour Interactive Inc.,1
"Lion Shield, LLC",1
Movie Games S.A.,1
Ploosh GmbH,1
startgrid,1
Centrosphere Game,1
gadz gamz,1
Visumeca Games,1
No Matter Studios,1
SSCTEAM,1
UnderMax Games,1
Dataware,1
DP Corp,1
William Cheek,1
Naked Sky Entertainment,1
Funkitron,1
"Eek! Games, LLC",1
"BadDoge, NDPendent Games, EHTechnology",1
Red Rocket Games,1
Liam Twose,1
Burning Pick Entertainment,1
Lord,1
Artcom FZC,1
Elecorn,1
Mode 7 Limited,1
Plaidman Games,1
Miniclip.com,1
Charlie Fleed,1
Consala Games,1
Netease,1
Venomyth Game Studio,1
Diego Fernandes Malinowsky,1
Jenny Bee Presents,1
Miga,1
Tradosoft,1
akydzaaa,1
Paleo Entertainment,1
Cool Breeze Games,1
u&amp;i,1
Ratloop,1
Smashball Labs LLC,1
Pipliz,1
Avant Games,1
"Clockwork Anomaly, LLC",1
Boss Baddie,1
Kloonigames,1
Boll AG,1
"TealRocks Studio, Plug In Digital",1
Banyango,1
Thinking Studios,1
Apeirogon Games,1
iV Games,1
Merriman Games,1
vextro,1
Number None,1
Chronova,1
harmony corp,1
Mute Canary,1
Oliver Chime,1
Matthew Putnam,1
Bellosoft,1
Empyrean,1
Empires,1
Gametroleum,1
CRIO Studios,1
SilverBlade,1
blurredVision,1
Thugnificent,1
Ryan Stephen,1
RedLynx Ltd.,1
bonefrog,1
D. W. O'Boyle,1
HD Publishing,1
Problematicar,1
Reconnect Software,1
Examined Interactive,1
Capt. McCay Soft,1
Ïorg Arms,1
"KADOKAWA GAMES, LTD",1
Artur Berkowski Berobasket,1
"BioWare Corporation, Electronic Arts",1
Gamestone Studio,1
RPGVideo,1
m12y,1
JRad Games,1
Tusky Games,1
"Konami Digital Entertainment, Inc., Konami Digital Entertainement GmbH",1
Candella Systems Ltd,1
"Bit Blot, LLC",1
Stardog Games,1
DreamDale,1
Pavo Studio,1
Whitethorn Digital LLC,1
Games Faction,1
Ludovic Lafferayrie,1
Zerouno Games,1
Khaulepi,1
Edible Entertainment,1
Zombie Panic Team,1
Slam,1
Nicholas Backus,1
Fletcher's Games,1
Omnichron Studios,1
Toxic Dog,1
videjagamesyo,1
Perun Creative,1
Beaver Drummer,1
Unphysical Machinery,1
Calamity Exploration,1
Shaman Game Studios,1
Purpl3Grape,1
Total Battery,1
Sebastian Nigro,1
Deekmare Games,1
Enkian Games,1
cloneZone,1
Chadams Studios,1
Simple Interactive Games,1
SQUIX Games,1
Screaming Villains,1
Batterystaple Games,1
Another Indie,1
YAOYICHEN,1
Whackakeygames,1
"Asymmetric, Materia Collective",1
萌石游戏,1
Oscar Kenneth Albero Ingles,1
Hovgaard Games,1
ShiinaYashiro,1
Wrecked Angle Studios,1
Cheat Code Studios,1
Cool Hand Games,1
Tony Wang,1
Trokardia,1
Tiny Titan Studios,1
The Hazardous Dude,1
"Emerson Design, Inc.",1
Sai Attack,1
Korovkin Nikita,1
Minor Faction,1
Sharkbird,1
Asunder Studios,1
Spicy Fox GmbH,1
Zero One,1
Sijawa Production,1
Luke Vincent,1
"Greyson Richey, Nicholas Lives",1
rechargecomplete,1
Rortos Srl,1
Shadow Raven Studios,1
Thorium Entertainment,1
Denki Gaka,1
Pronetis Games,1
Chano H. Hansen,1
一杯烟雨游戏工作室,1
Hand Cannon Games,1
Pixel Barons,1
Sludj Games,1
OrtiGames/OrtiSoft,1
Alien Mind,1
SPECTRUM GAMES,1
Indy Lion Studios,1
Super Dead LLC,1
Studio Desgraff,1
INGAME,1
Spacevb Studio,1
FanPlymouth,1
Lost-Ride Studios,1
Studio229,1
"Iocane Games, LLC",1
Flashman Games,1
Ferullo Gaming,1
VersoVR,1
Lost in Pixels,1
Lumak Software,1
Sauropod Studio,1
MLG Games,1
RaleachGamesStudio,1
杭州分浪网络科技有限公司,1
DigitalDNA Games LLC,1
Tailwind Games,1
Jovian Industries,1
H L Nunnelly,1
Muggle,1
"Dovetail Games - Flight, Funbox Media",1
Blue Horizon Studios Ltd,1
"Three Gates AB, SlapShot Games, LLC",1
Deimos Games,1
KUMA GAMES,1
BernhardP,1
Fred Ells,1
Craftven,1
牛学者,1
Will Carlough,1
Peter Turcan,1
Insanity Interactive,1
"InfernoSoul, Panda Games",1
"2k, Aspyr (Mac, Linux)",1
Dandylion,1
夕,1
SugGames,1
Bison Kings Game Studios,1
Golden Unicorn Gaming Inc,1
Chu Xiaosong,1
Ynep,1
BlockheadGames,1
LIUTING,1
Trino AB,1
cyboheart,1
Ben Lovegrove,1
Fire Engrave,1
Engin Mercan,1
abstract garden,1
LoveTrooper Entertainment L.L.C.,1
NekoToFuurin,1
Cannon head interactive,1
Sunfleck Software,1
SuperSixStudios,1
Robert J. Deutsch,1
Adage Games,1
Screenhit Studios,1
Perfect Square Studios LLC,1
RIP Horse Studio,1
Nib Games,1
ExclexGame,1
"Hashplay, Inc.",1
Altai Game Studio,1
XMinutesGames,1
Floating Island Games,1
teedoubleuGAMES,1
Dalesi,1
Duoji Network technology,1
Partickhill Games Limited,1
ChuMoran,1
sakastudio,1
putiin_industries,1
Spiez,1
Barlock Games,1
"Crow's Key Studios, LLC",1
Hero Game,1
Geoff Nagy,1
Swimdog Co.,1
MamilosClub,1
Exciting Games,1
Hellride Games,1
Anthony @ POW Games,1
Pixl Pile,1
Windy Hill,1
发胶事务所 Hairgel Agency,1
oblomysh,1
Himeki Games Ltd,1
Ninja Theory,1
Canalside Studios,1
Kittik Game Studio,1
SyKoHPaTh,1
Proc Spine,1
Bytecrunch,1
DreamInCode B.V.,1
ImageCode LLC.,1
Everglow Interactive Inc.,1
skrimm8,1
Rocket Juice Games,1
Ertal Games,1
2Beats,1
Brackish Games,1
Lampel Enterprises,1
Mark Healey,1
Matt Thompson,1
Painful Smile,1
PalfreyGames,1
Ritual Entertainment,1
RedZone Studios LLC,1
Incendio Software,1
Duel Studios,1
AkPublish,1
Obadiah D Luna,1
Anatola Howard,1
Tundra Games Ltd,1
Griffin Snow,1
VolkDab,1
X3 Brothers,1
GreenGasGames,1
Daniel Benmergui,1
Hardtalk Studio,1
City Interactive,1
Secret Sorcery Limited,1
Okugi Sudio,1
Glowing Quartz Indie,1
SMU Guildhall,1
Sword Twin Studios Ltd.,1
Swizzle llc,1
Insane Mind Games,1
"Warrior General Games, LLC",1
Skandivania Games,1
Zotdinex,1
Chad Meffert,1
ChemBlock,1
Astrojone,1
Sunshine Games,1
Screenwave Media,1
GameBubble06,1
SuperVillain Studios,1
Lead Money Games,1
Empty Clip Studios,1
Weixi Studio,1
Antropi,1
Playrock Studios,1
Okugi Studio,1
Kelsam,1
Gamepopper,1
V7 Entertainment Inc.,1
Systemic Games,1
Fuero games,1
Rolling Crown,1
Red Skald,1
Overhype Studios,1
Skywyre,1
Ben Prunty Music,1
Wolfray Entertainment,1
Jonathan Öhrström,1
"ORIGIN Systems, Inc., Nightdive Studios",1
uegamestudio,1
Trainwreck Games,1
Rejected Games,1
Monkeys With Keyboards,1
Spaces of Play,1
Alex Hall,1
Outer Rim Studios LLC,1
Sunburned Games,1
Lord Kres,1
3GoGames,1
Nathan Meunier,1
Engient,1
SimWare Simulations,1
Nik Nak Studios,1
Fishcow Studio,1
DoubtfulSoup,1
Outcorp,1
Ogre Head Studio,1
"IllFonic, Psyop Games",1
Kyle Pulver,1
Big Fun Games,1
"Ogre Head Studio, Coconut Island Games, Dangen Entertainment",1
5th Planet Games,1
MoYi Technology,1
marnamai,1
OC Game Studio,1
Mystery Egg Games,1
EPICBEYOND Studios,1
Hudell Tales,1
Blue Sunset Games,1
"Double Coconut, WhisperGames",1
NAMCO BANDAI Games,1
ByteRockers' Games,1
Powerhoof,1
Cloudhead Games ltd.,1
Ara Interactive,1
Teotl Studios,1
Hardsuit Labs,1
BWGames,1
Blackcow Studios,1
"MAGES. Inc., 5pb",1
Human Head Studios,1
Pantera Entertainment,1
Three Frog Studios,1
Nikita Online,1
Brain Candy,1
Tizona Interactive,1
AmberTail,1
Kraken Bit,1
"2K Games, Missing Link Games",1
"Edmund McMillen, Florian Himsl",1
SkyRiver Studios,1
Unigine LLC.,1
Subset Games,1
Sumo Digital,1
Nikolai Usachev,1
Cogg Games Ltd,1
Rodz,1
DarkPolygon Games,1
Deathink,1
Sons Of Earth,1
Evolved Games,1
"bogdanehi, EHTechnology",1
bogdanehi,1
ThankCreate Studio,1
Sidi Games,1
SoundStage13,1
Gamepires,1
TurnVex,1
ACD Systems International Inc.,1
Sebastian Groll,1
rocketship,1
magicdweedoo,1
Incendium LTD,1
Relentless Game Studios,1
"Second Dimension R&amp;T, LLC",1
"2x2 Games, Dvaput",1
CSR-Studios,1
MadLab Games,1
OmniStorm Gaming,1
Eric Lipschutz,1
Twisted Tree,1
WildLabs,1
Sharpless512,1
Eren Aydin,1
Demruth,1
Route 66 Games,1
Bad Coffee Games,1
Néo-Riki Games,1
Osky Studios,1
Eyedentity Games Inc.,1
Nevercenter Ltd. Co.,1
Quantum Engine,1
Nostalgia Addict Games,1
ReverseImpact,1
Polygma Studio,1
Growing Grass Studio,1
2Dream,1
"Filip Dusek, Empty Keys",1
PrimeBit Games Sp. z o.o.,1
Ivan Pestrikov,1
Crazy Goat Games,1
Wave Interactive,1
Level Up Labs,1
VoiceAttack.com,1
Mrray,1
Just a Game,1
aqwatron,1
Sos Mikolaj Kaminski,1
"Romans I XVI Gaming, LLC",1
Mind Leak,1
Modulesden,1
"Plug In Digital, MagicIndie",1
Mokomoto,1
Pumpkin Games,1
Rebourne Studios,1
New Star Games,1
Puppy Punch Productions,1
Robot Riot UG (haftungsbeschränkt),1
Alexander Goodwin,1
BC,1
DV-T,1
SMP,1
Meow Studios,1
"indienova, GrabTheGames",1
Landauer Games,1
Cherry Pie Games,1
Roboto Games,1
"Flying Tiger Entertainment,Inc. , Open-2",1
Spaces of Play UG,1
"Causal Bit Games Inc., IndieHound",1
Atara Games,1
Traptics,1
Valravn Games,1
Siactro,1
Quantum Phoenix Studio,1
inSPIRE Games,1
"Io-Interactive A/S, Feral Interactive (Mac)",1
100 Plus Games llc,1
Studio spektar,1
UTV Ignition Entertainment,1
"GrabTheGames, Indienova",1
Parabole,1
Fortune Game Limited,1
"David OReilly, Double Fine Presents",1
Dark Artz Entertainment,1
boxmyth,1
Dincicode,1
Goblinz Studio,1
Jenei Edmond,1
Elbaite,1
RuVN,1
Ignition Entertainment,1
Brian Cronin,1
United Independent Entertainment,1
"ND Games, bitComposer Games",1
Psilocybe Games,1
RealityArts Studio,1
Hart Laboratories LLC,1
"Ismael Pozzo, Eduardo Benítez",1
Kether Studio,1
XField Paintball SAS,1
Alessandro Guzzo,1
Barrel Roll Games,1
Game Troopers SL,1
CWH Entertainment,1
Garden Shed Studios,1
LongYou Game,1
Phantomisreal Ltd.,1
Functional Unicorn Entertainment,1
Happy Badger Studio,1
Nodbrim Interactive,1
GrendelGames,1
4sdk,1
Craneballs,1
MassDiGI,1
Summer Media,1
Galdor Studios,1
Magic Dungeon Studio,1
Playrix Entertainment,1
Kitsune Games,1
Vulpine Music,1
Klingelhöfer &amp; Schlüter GbR,1
Goldbar Games,1
Zaratustra Productions,1
"War Hungry Games, KISS ltd",1
Instinct Software Ltd.,1
Bail! Enemy Jet!,1
Shockk,1
MOKKOGRAD,1
gsmpcgame,1
Piece of Cake studios,1
Kukouri Mobile Entertainment,1
Black Jacket Studios,1
Paper Plane,1
Frima,1
"Rock Wall Games, LLC",1
Club Cotton Games,1
Cassandra Clery,1
baconlovarstudios,1
Gamerizon,1
BOHDOKUMEN.,1
Sofuto Geimu,1
House Izezweth,1
Fat Bomb Studios,1
Phantom EFX,1
ObsessionSoft,1
Dovetail Games – Trains,1
Team Wood Block,1
Brian Franco,1
purplElephant,1
PraGames,1
Tydecon Games,1
KT Games,1
"Crayon Ponyfish, LLC",1
Sun-Studios,1
Archaic Entertainment,1
"Enigma Games LTD, KISS ltd",1
World of DASM,1
Platonic Partnership Ltd,1
Stribling Media,1
Evoluta Studio,1
ID Group,1
"Wither Studios, LLC",1
TrueThought,1
Elushis Music &amp; Gaming,1
The Otherworld Agency,1
"Dream Forge Entertainment, LLC",1
We The Force Studios,1
Anti Gravity Game Studios,1
Mindstorm Studios,1
weRplay,1
Jonarene,1
Frismos,1
Khundar,1
Superflat Games,1
Con Artist Games,1
White Rabbit Interactive,1
"Carbomb Software, Nova Dimension",1
Total Eclipse P.C.,1
"Shanghai JingCai Computer Software Development Co., Ltd",1
Streum On Studio,1
Fastbird Dev Studio,1
Alpha72 Games,1
Leaning Tower Studio,1
Playdead,1
Kunpo Games,1
My Owl Software,1
ErayTek,1
Xelphyre Games,1
MoFunZone Inc,1
Akimbo Creations,1
Vanguard Games,1
Krystian Majewski,1
KAMAi MEDIA,1
Brantisky Interactive,1
ThinkFast Studio,1
Frostkeep Studios,1
Post Mortem Pixels,1
United Soft Media,1
"GameTrust Games, Ready At Dawn",1
Cornutopia Software,1
Crepe Studios,1
CookieByte Entertainment,1
Class-X Games,1
monkey king studio,1
Nikita Kaf,1
Arcade Coin,1
The Cursed Revolver,1
AL-GAME,1
"Jonas De Carvalho Felinto, Marcelo Eduardo Cabral",1
Crema,1
Joakim Sandberg,1
rupiwood,1
38 Studios,1
CloudWeight Studios,1
VivaMedia,1
Arcane Architect,1
Manic Game Studios,1
Casioqu,1
Varia Games,1
David Schneider,1
Artees,1
Tomatotrap,1
9 Eyes Game Studio,1
净土制作室,1
Darewise Entertainment,1
Tephra,1
L1gh7 (BriJee),1
BigSims.com,1
Surf Monster Studio,1
Happy Robot Games,1
505Games,1
SteelRaven7,1
Over the Top Games,1
BefuddleBug,1
Source Studio Ltd.,1
AVP,1
The Selenite Forge,1
Craig Daversa,1
"Act 3 Games, LLC",1
Nullray Gaming,1
Light Bringer Games inc.,1
izzYFoxDev,1
Big Fat Alien,1
